title,vintage,winery,style,variety,denominacion,price,designation,aging_1,region,description,points
Bodegas y Viñedos Tábula 2014 Clave de Tábula  (Ribera del Duero),2014,Bodegas y Viñedos Tábula,Red wine,Tempranillo,Ribera del Duero,130.0,Clave de Tábula,No Aplica,Ribera del Duero,"Pure, lush aromas of ripe blackberry swaddled in chocolaty oak are what Ribera wines of quality are known for. This is weighty and dense on the palate. Heavily toasted and blackened berry flavors finish chocolaty, with firm tannins. Hold through 2034. ",93
Sierra Cantabria 2013 Finca El Bosque  (Rioja),2013,Sierra Cantabria,Red wine,Tempranillo,Rioja,152.0,Finca El Bosque,No Aplica,Rioja,"Aromas of cola nut, bacon, blackberry, licorice and wood smoke announce a raw rugged palate that's not nearly as plump and lush as it normally is: a clear reflection of the cool 2013 vintage in Rioja. Dry peppery black-fruit flavors finish with toasty oak and licorice notes. Although rough and rugged now, this should improve little by little through about 2030. ",93
San Román Bodegas y Viñedos 2015  Toro,2015,San Román Bodegas y Viñedos,Red wine,Tinta de Toro,Toro,65.0,,No Aplica,Toro,"Classy aromas of lemony oak, cigar box, bramble and berry fruits set up a massive palate with fierce tannins and years of aging potential. Dark, toasty flavors of pure cacao, charred oak and black fruits finish with power and structure. Decant if drinking anytime soon; best from 2022 onward. ",93
García Figuero 2015 Reserva 15 Tempranillo  (Ribera del Duero),2015,García Figuero,Red wine,Tempranillo,Ribera del Duero,66.0,Reserva 15 Tempranillo,Reserva,Ribera del Duero,"Charred, toasty oak aromas lead an earthy nose with deep blackberry fruit. This is medium-plus in size, bordering on big, but there's restraint and balance to the palate. Dark berry flavors benefit from chocolaty oak, while this holds on to its fruit on a sizable but smooth finish. Drink through 2030. ",93
Balbas 2012 Ardal Reserva Selección Especial  (Ribera del Duero),2012,Balbas,Red wine,Tempranillo-Cabernet Sauvignon,Ribera del Duero,50.0,Ardal Reserva Selección Especial,Reserva,Ribera del Duero,"Aromas of barrel spice and vanilla lead the charge on this Tinto Fino that also contains 20% Cabernet Sauvignon. A tough, tannin-driven palate deals toasty flavors of black fruits, char and chocolate, which carry over to the finish. Call this an oak bomb, but at the very least the oak is of high quality and well integrated. Drink through 2025. ",93
García Figuero 2012 Tinto 15 Reserva  (Ribera del Duero),2012,García Figuero,Red wine,Tempranillo,Ribera del Duero,66.0,Tinto 15 Reserva,Reserva,Ribera del Duero,"Smoky, dark aromas of minty blackberry, tobacco, black coffee and toast are complex and lead to a tight bullish palate with fierce tannins. Dark, toasty flavors of black fruits and dark chocolate finish grabby but with freshness and a sense of purity. Drink 2018–2034. ",93
12 Linajes 2014 Reserva  (Ribera del Duero),2014,12 Linajes,Red wine,Tempranillo,Ribera del Duero,65.0,Reserva,Reserva,Ribera del Duero,"Ripe, smooth blackberry and tobacco aromas are chocolaty and subtle. Full allotments of black fruits, tannins and acidity play well together, while this tastes of blackberry, black cherry and baking spice. To back it all up, a rock-solid finish with notes of lemony oak, vanilla and tobacco is on point. Drink through 2028. ",93
García Figuero 2011 Noble  (Ribera del Duero),2011,García Figuero,Red wine,Tempranillo,Ribera del Duero,162.0,Noble,No Aplica,Ribera del Duero,"Maple-tinged oak aromas are huge and frame equally massive black-fruit scents. A tight clampy palate needs time to soften and expand; it's hard and unyielding now. Flavors of black fruits, coffee, chocolate and heavy oak finish firm and peppery, with a reprise of grabby, grating tannins. Drink from 2020 through 2030. ",93
García Figuero 2015 12 Crianza  (Ribera del Duero),2015,García Figuero,Red wine,Tempranillo,Ribera del Duero,32.0,12 Crianza,Crianza,Ribera del Duero,"Ripe blackberry aromas run deep and are supported by earth notes and a hint of buttery pastry. Like most high-end wines from this bodega, this is fully formed and ripe, with correct balance. Savory berry and salty cured-meat flavors finish smooth and with some elegance. Drink through 2026. ",93
Astrales 2015 Christina  (Ribera del Duero),2015,Astrales,Red wine,Tempranillo,Ribera del Duero,90.0,Christina,No Aplica,Ribera del Duero,"Max level full-toast oak gives this brute an almost burnt nose, but with subtler leathery berry and crude oil notes it's not just about the oak. To no surprise, this is intense and powerful on the palate. Flavors of maple, chocolate, toast and blackberry are pressed into a stocky whole that doesn't dissipate on the finish. Drink from 2020–2032. ",93
Mas d'en Gil 2010 Clos Fontà Grenache-Carignan (Priorat),2010,Mas d'en Gil,Red wine,Grenache-Carignan,Priorat,60.0,Clos Fontà,No Aplica,Priorat,"Pure but restrained violet, plum and berry aromas are on the money. This feels racy but also saturated, with kick as well as commendable overall balance. Flavors of plum, ripe tomato, schist and spice finish smooth, peppery, herbal and slightly warm, with a note of coffee. Drink through 2022. ",93
Hidalgo 2012 Gran Reserva Tradición H  (Rioja),2012,Hidalgo,Red wine,Tempranillo,Rioja,45.0,Gran Reserva Tradición H,Gran Reserva,Rioja,"Heady aromas of malted milk ball, ripe berry fruits and tobacco are warm and welcoming. Hailing from a warm year, this feels full but playful, with tannins that are only mildly scratchy. Flavors of vanilla, tobacco, butter, herb and dried berry fruit are textbook for Rioja gran reserva, while this takes a while to fully unfold on the finish. Drink through 2035. ",93
Cepa 21 2014 Horcajo  (Ribera del Duero),2014,Cepa 21,Red wine,Tempranillo,Ribera del Duero,120.0,Horcajo,No Aplica,Ribera del Duero,"Dark, toasty berry and cassis aromas come with interesting and exotic notes of licorice root and baking spices. A full-force palate is tannic and strapping, with little to no cushion. Blackberry, cassis and well-tuned oak flavors finish tannic and with mocha and coffee notes. Drink this tight, drawing Tinto Fino through 2032. ",93
Bodegas Riojanas 2011 Monte Real Gran Reserva  (Rioja),2011,Bodegas Riojanas,Red wine,Tempranillo,Rioja,47.0,Monte Real Gran Reserva,Gran Reserva,Rioja,"Blackberry, prune, raisin, leather and tar aromas are full but refined on the nose. On the palate, this is tight and finely focused. Flavors of blackberry, vanilla and coffee finish steady, with calm, complex notes of tobacco and marzipan rising to the fore of a steady finish. Drink this excellent gran reserva through 2030. ",93
Marqués de Cáceres 2011 Gran Reserva  (Rioja),2011,Marqués de Cáceres,Red wine,Tempranillo,Rioja,40.0,Gran Reserva,Gran Reserva,Rioja,"Smooth, steady aromas of dark fruits, turned earth and oak grain are exactly what you want from a high-quality Rioja Gran Reserva. On the palate, this is pure and tight, with clarity and structure. Flavors of dried plum, cherry, raspberry, spice and cocoa are expansive and finish with elegance. Drink through 2040. ",93
Vall Llach 2014 Porrera Vi de Vila Red (Priorat),2014,Vall Llach,Red wine,Cariñena-Garnacha,Priorat,65.0,Porrera Vi de Vila,No Aplica,Priorat,"Dark berry aromas include black cherry and cassis. From the village of Porrera, this is a rich and intense version of Priorat, one that's 77% Carignan and 23% Garnacha. Medicinal black-fruit flavors feature elderberry and black currant, while this is toasty and peppery across a warm finish. It will be best from 2020–2026. ",93
Raventós I Blanc 2011 Manuel Raventós Negra Conca del Riu Anoia Sparkling (Penedès),2011,Raventós I Blanc,Sparkling,Sparkling Blend,Penedés,84.0,Manuel Raventós Negra Conca del Riu Anoia,No Aplica,Penedès,"A rich gold luster and aromas of baked apple and sourdough bread are classy and convincing. This vintage wine is 100% Xarel-lo. The palate is both fresh and tight as well as expansive and layered. Salty flavors of orange, sourdough toast and fresh white mushroom finish long, steady and elegant. Raventós is one of Spain's masters when it comes to sparkling wines. ",93
Bodegas Tobía 2015 Alma Tobía Tinto de Autor  (Rioja),2015,Bodegas Tobía,Red wine,Tempranillo Blend,Rioja,75.0,Alma Tobía Tinto de Autor,No Aplica,Rioja,"Savory oak matched by malty berry-fruit aromas are toasty, chocolaty and inviting. A full-bodied palate is solid but offers just enough give, while this tastes of blackberry, savory oak and vanilla. A steady and long finish continues the core theme of this wine: balanced ripeness and power. Drink from 2020–2040. ",93
Celler Pasanau 2013 Finca La Planeta Cabernet Sauvignon-Grenache (Priorat),2013,Celler Pasanau,Red wine,Cabernet Sauvignon Grenache,Priorat,51.0,Finca La Planeta,No Aplica,Priorat,"A saturated color and warm aromas of blackberry jam, prune and schist open this always impressive high-elevation Priorato. A rugged palate blends ripeness with freshness, while dark-plum and blackberry flavors are fairly massive, as is usually the case with La Planeta. On the finish, this Garnacha-Cabernet Sauvignon blend calms down and ends with chocolate notes. Drink through 2035. ",93
Garmón 2014  Ribera del Duero,2014,Garmón,Red wine,Tempranillo,Ribera del Duero,62.0,,No Aplica,Ribera del Duero,"This dark, concentrated number is new from the García family, known for the wines of San Román and Mauro. Like most reds from this clan, this is loaded with blackberry and toasty oak aromas. A massive, raw palate shows abrasive tannins. Oak-forward flavors of blackberry, cassis and coconut finish woody and powerful. Drink from 2018–2028. ",93
Remírez de Ganuza 2015 Fermentado en Barrica White (Rioja),2015,Remírez de Ganuza,White wine,White Blend,Rioja,30.0,Fermentado en Barrica,No Aplica,Rioja,"Lightly dusty apple and wood spice aromas are highly inviting. A layered full-size palate delivers oaky apple and salted butter-like flavors, while this Viura-Malvasia blend finishes long, smooth and steady. Drink this complex barrel-fermented wine through 2022. ",93
Emilio Moro 2015 Vendimia Seleccionada Viñedo La Mira  (Ribera del Duero),2015,Emilio Moro,Red wine,Tempranillo,Ribera del Duero,44.0,Vendimia Seleccionada Viñedo La Mira,No Aplica,Ribera del Duero,"Heady black fruit and oak aromas don't tread lightly, as this smells of wood grain and cedar along with tobacco and cream. A tough, drawing palate features scraping tannins, while this tastes of frontal oak backed by tea, cola, savory meat and, of course, berry fruit. A long finish is decidedly oaky, but this muscular and massive single-vineyard Tempranillo can handle the wood factor. Drink through 2030. ",93
Bodegas y Viñedos Tábula 2015 Tábula  (Ribera del Duero),2015,Bodegas y Viñedos Tábula,Red wine,Tempranillo,Ribera del Duero,45.0,Tábula,No Aplica,Ribera del Duero,"Massive berry aromas come with no shortage of cinnamon and exotic spice notes. A grating palate with pounding tannins is like a tank not a sports car, while this tastes of blackberry, black tea, coffee and the same exotic spices that appear on the nose. Pepper and dark chocolate are the prime finishing flavors on this full-bodied Tinto Fino. Drink through 2028. ",93
Resalte 2015 Origen Crianza  (Ribera del Duero),2015,Resalte,Red wine,Tempranillo,Ribera del Duero,35.0,Origen Crianza,Crianza,Ribera del Duero,"This opaque, big red opens with dark fruit and crude oil aromas smeared with smoke. A deep, lush palate deals a ton of berry fruit, with flavors of blackberry, cassis and dark plum transitioning seamlessly onto a long finish graced by lemony oak. Drink through 2030. ",93
Finca Allende 2015 Mingortiz Single Vineyard Estate Bottled  (Rioja),2015,Finca Allende,Red wine,Tempranillo,Rioja,70.0,Mingortiz Single Vineyard Estate Bottled,No Aplica,Rioja,"Finca Allende wines are back in the U.S., and 2015 is a fine vintage to debut this single-vineyard Tempranillo. Its ripe aromas suggest berry and prune, with floral highlights. Lemony acidity bolsters its warm, toasty blackberry and plum flavors. Agile in build, it shifts gears like a fine-tuned transmission. Drink through 2035. ",93
Livius 2010  Rioja,2010,Livius,Red wine,Tempranillo,Rioja,75.0,,No Aplica,Rioja,"Ripe with mocha, baking spice and heady berry fruit aromas, this is an excellent wine from a great vintage. Its firm, tight palate delivers oak, toasty spice and ripe fruit flavors while coffee and spice accents close out the long finish. Drink through 2027. ",93
Numanthia 2014 Numanthia  (Toro),2014,Numanthia,Red wine,Tinta de Toro,Toro,60.0,Numanthia,No Aplica,Toro,"Dense black cherry, chocolate and marzipan aromas convey a rich, ripe style of Toro, which Numanthia always is. Tight and concentrated on the palate, this tastes of savory black fruit and chocolate. An unyielding finish tastes of blackberry and coffee, all framed by tough lasting tannins. Drink through 2032. ",93
Olivier Rivière 2015 Ganko  (Rioja),2015,Olivier Rivière,Red wine,Red Blends,Rioja,40.0,Ganko,No Aplica,Rioja,"Here's another raring red from Bordeaux-born Rivière that needs time to settle. Ripe aromas are all about fruit, while this wine is clamping on the palate, with a sense of skins one hopes will resolve with time. Peppery plum and wild berry flavors finish with cheek-grabbing tannins and lasting toastiness. Drink 2019–2035. ",93
